"Line","Fhb1","1RS:1AL","Lr34/Yr18","Sr24/Lr24","Tamyb10-B1","Tamyb10-D1","Fhb_3B_MASSEY","Yr15","Lr42","Glu-D1","Rht24","Ppd-B1_CS","Glu-A1","Vrn-A1b","H13","H13b"
"2024-GAWN-29","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-3","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-30","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-31","Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","UNIDENTIFIED"
"2024-GAWN-32","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-33","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-34","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-35","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-36","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","ND","UNIDENTIFIED"
"2024-GAWN-37","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-38","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","ND","UNIDENTIFIED"
"2024-GAWN-39","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-4","Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-40","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-41","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","r-B1_white","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-42","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-43","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY_het","non-Yr15","non-Lr42","2+12","Rht24_het","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13_het","UNIDENTIFIED"
"2024-GAWN-44","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24_het","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","ND","UNIDENTIFIED"
"2024-GAWN-45","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY_het","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-46","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-47","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","UNIDENTIFIED"
"2024-GAWN-48","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-49","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-5","na","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-50","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-51","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-52","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-53","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-54","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","ND","non-Yr15","non-Lr42","het","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","ND","UNIDENTIFIED"
"2024-GAWN-55","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-56","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-57","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24_het","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13_het","UNIDENTIFIED"
"2024-GAWN-58","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-59","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-GAWN-6","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","ND","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-60","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","ND","UNIDENTIFIED"
"2024-GAWN-7","Fhb1_het","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-8","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-GAWN-9","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-1","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-10","na","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-11","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-12","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-13","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-14","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-15","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-16","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-17","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","ND","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-18","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-19","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","Rht24_het","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-2","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-20","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-21","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-22","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-23","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","ND","non-Yr15","non-Lr42","2+12","Rht24_het","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","ND","UNIDENTIFIED"
"2024-MDXN-24","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-25","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","Lr42_het","5+10","Rht24_het","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-26","Fhb1","1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-27","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-28","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-29","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-3","non-Fhb1","1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-30","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY_het","non-Yr15","non-Lr42","het","Rht24_het","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-31","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-32","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-33","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","UNIDENTIFIED","Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-34","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-35","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY_het","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-36","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-37","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-38","Fhb1_het","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13_het","UNIDENTIFIED"
"2024-MDXN-4","Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-40","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-41","non-Fhb1","1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-42","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-43","na","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-44","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-45","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-46","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-47","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-48","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-49","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-5","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-50","Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","r-B1_white","R-D1","Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-51","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-52","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-53","Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-54","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","ND","non-Yr15","non-Lr42","het","Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","ND","UNIDENTIFIED"
"2024-MDXN-55","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-56","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-57","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","H13","H13b"
"2024-MDXN-58","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-59","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","r-B1_white","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","UNIDENTIFIED","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
"2024-MDXN-6","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Rht24","non-Ppd-B1a_CS_insens","Ax1_or_null","Vrn-A1b","non-H13","non-H13b"
